,Area,Room,Year,Flat_floor,Total_floor,Price_eur,Price_m2,City
2471,33.0,1,1981,1,5,30900,936,Panevezys
2472,78.0,3,2008,1,9,102000,1308,Klaipeda
2473,70.0,2,2007,3,3,108000,1543,Klaipeda
2474,56.0,2,2005,1,4,73000,1304,Klaipeda
2475,59.0,2,1991,1,5,57000,966,Klaipeda
2476,40.0,2,2012,4,4,69000,1725,Klaipeda
2477,44.0,2,1963,4,4,49000,1114,Klaipeda
2478,54.0,2,1985,5,9,54000,1000,Klaipeda
2479,57.53,3,1986,3,3,185000,3216,Regionas
2480,54.0,2,1995,5,5,46900,869,Klaipeda
2481,55.0,2,1991,3,5,50900,925,Klaipeda
2482,64.0,3,1972,3,5,58000,906,Klaipeda
2483,40.0,2,1988,3,5,39000,975,Klaipeda
2485,64.0,3,1980,8,9,52000,813,Klaipeda
2486,20.0,1,1967,1,9,32000,1600,Klaipeda
2487,40.0,1,1981,1,3,68000,1700,Kaunas
2489,69.0,3,1981,7,9,62000,899,Klaipeda
2490,55.0,3,1992,4,5,55000,1000,Regionas
2491,43.0,2,1964,4,4,46500,1081,Klaipeda
2495,47.0,2,1974,4,5,68000,1447,Vilnius
2496,32.16,1,1988,5,5,77900,2422,Vilnius
2497,49.0,2,1981,5,5,53500,1092,Klaipeda
2498,38.0,2,1983,5,5,52000,1368,Klaipeda
2500,43.0,2,1963,2,4,41000,953,Klaipeda
2501,49.0,2,1981,5,5,53500,1092,Klaipeda
2505,66.0,2,1958,4,4,135000,2045,Vilnius
2507,45.67,2,1992,1,2,14000,307,Regionas
2509,116.0,3,1933,3,3,133000,1147,Klaipeda
2510,43.0,2,1965,4,5,55900,1300,Klaipeda
2511,45.66,2,1940,2,2,29900,655,Vilnius
2512,49.0,2,1982,5,5,53500,1092,Klaipeda
2513,100.0,3,2019,2,3,140000,1400,Klaipeda
2514,80.0,4,2018,3,3,100000,1250,Klaipeda
2515,67.0,2,2018,3,3,105000,1567,Klaipeda
2516,75.0,3,2018,1,3,101500,1353,Klaipeda
2517,43.0,2,1968,1,4,63500,1477,Klaipeda
2518,46.0,2,1967,1,5,53000,1152,Klaipeda
2519,46.0,2,1968,4,5,46500,1011,Klaipeda
2521,54.0,2,1990,8,9,68000,1259,Klaipeda
2524,125.0,5,2008,4,4,157000,1256,Klaipeda
2525,80.0,3,2008,5,6,189000,2363,Klaipeda
2526,16.0,1,1960,1,3,48000,3000,Palanga
2527,139.0,3,2011,3,3,162000,1165,Palanga
2528,45.0,2,1969,4,5,65000,1444,Klaipeda
2529,93.0,3,2007,4,7,195000,2097,Vilnius
2531,135.0,4,1957,2,3,198000,1467,Klaipeda
2532,63.0,3,2007,2,5,164000,2603,Vilnius
2533,47.0,2,2006,1,9,73999,1574,Klaipeda
2534,78.0,3,1986,4,5,62000,795,Klaipeda
2537,125.0,5,2008,4,4,157000,1256,Klaipeda
2538,76.0,3,1995,3,10,80000,1053,Klaipeda
2539,52.0,2,1977,4,5,73000,1404,Klaipeda
2540,72.0,3,2010,13,20,118000,1639,Klaipeda
2541,73.39,3,1935,2,4,121000,1649,Klaipeda
2545,44.41,2,1977,5,5,26500,597,Panevezys
2546,42.0,2,2020,4,4,66700,1588,Klaipeda
2547,48.0,2,1994,5,5,26000,542,Klaipeda
2548,47.0,2,1987,4,5,60000,1277,Klaipeda
2549,64.0,3,1980,8,9,52000,813,Klaipeda
2550,210.0,5,1996,3,5,525000,2500,Vilnius
2551,47.0,2,1967,4,5,53000,1128,Klaipeda
2552,11.0,1,1963,5,5,13000,1182,Klaipeda
2553,104.0,3,1938,2,3,135000,1298,Klaipeda
2554,71.2,3,1981,4,9,71000,997,Klaipeda
2555,76.3,2,2016,5,6,266000,3486,Druskininkai
2556,64.0,3,1972,1,9,63500,992,Klaipeda
2557,29.0,1,1965,3,5,50000,1724,Klaipeda
2558,38.0,2,1966,4,5,49500,1303,Klaipeda
2559,61.0,3,1973,3,5,63000,1033,Klaipeda
2560,69.0,3,1980,7,9,59999,870,Klaipeda
2561,78.02,4,1981,4,5,68000,872,Klaipeda
2562,51.43,3,1964,2,5,63000,1225,Klaipeda
2564,80.0,4,2020,1,3,88000,1100,Vilnius
2565,80.0,4,2020,2,3,88000,1100,Vilnius
2566,40.56,2,1976,1,5,37000,912,Klaipeda
2567,64.0,4,1966,4,5,65000,1016,Klaipeda
2568,20.6,1,1967,1,9,28000,1359,Klaipeda
2569,50.0,2,1968,5,5,53500,1070,Klaipeda
2572,46.32,2,2020,6,9,76900,1660,Vilnius
2573,36.0,1,2009,18,20,65000,1806,Klaipeda
2574,43.0,2,1961,4,4,38000,884,Klaipeda
2580,12.0,1,1975,5,5,9500,792,Klaipeda
2581,75.0,3,1990,3,5,54000,720,Regionas
2582,37.0,2,1926,2,2,31000,838,Kaunas
2583,64.0,3,1980,8,9,52000,813,Klaipeda
2584,70.71,3,2021,6,6,129500,1831,Vilnius
2585,55.86,3,2021,4,5,86000,1540,Vilnius
2586,57.94,3,2021,3,5,110000,1899,Vilnius
2587,52.68,2,2021,2,5,105000,1993,Vilnius
2588,65.1,3,2021,2,5,126000,1935,Vilnius
2589,62.1,3,2021,1,5,93000,1498,Vilnius
2590,70.71,3,2021,2,6,129500,1831,Vilnius
2591,62.59,3,2021,3,5,98000,1566,Vilnius
2592,59.88,3,2021,1,5,92000,1536,Vilnius
2593,62.59,3,2021,2,5,123000,1965,Vilnius
2594,60.0,3,1970,4,5,55000,917,Klaipeda
2595,65.0,3,1990,5,5,71500,1100,Klaipeda
2596,80.0,4,1978,4,5,65000,813,Klaipeda
2597,104.0,4,1920,2,3,130000,1250,Klaipeda
2598,153.51,4,1913,2,2,299000,1948,Vilnius
2599,33.0,1,1983,8,9,35000,1061,Klaipeda
2600,44.0,2,1963,1,5,54000,1227,Klaipeda
2606,63.0,3,2018,2,5,135000,2143,Klaipeda
2607,43.0,2,1963,2,5,48999,1140,Klaipeda
2608,50.39,2,1970,5,5,35000,695,Panevezys
2609,49.89,2,1989,5,5,66900,1341,Vilnius
2610,42.0,1,2015,2,2,98000,2333,Vilnius
2611,42.0,2,1962,1,5,54000,1286,Klaipeda
2612,47.0,2,1967,1,5,51999,1106,Klaipeda
2613,137.0,4,2021,1,2,143000,1044,Vilnius
2614,77.0,4,1980,1,5,129000,1675,Vilnius
2615,50.25,2,1985,5,5,43500,866,Panevezys
2617,81.0,4,1984,4,5,75000,926,Klaipeda
2618,54.0,2,1989,4,5,75000,1389,Klaipeda
2619,52.0,2,1977,4,5,73500,1413,Klaipeda
2620,76.0,3,1991,4,5,73000,961,Klaipeda
2621,61.0,3,1972,3,5,43000,705,Regionas
2622,305.0,5,2008,18,18,750000,2459,Klaipeda
2623,52.0,2,1989,4,5,75000,1442,Klaipeda
2624,40.0,1,2008,1,5,78000,1950,Palanga
2625,73.0,4,2020,3,7,80000,1096,Regionas
2626,59.0,3,2020,3,7,68000,1153,Regionas
2628,52.0,2,1977,4,5,73000,1404,Klaipeda
2629,78.0,3,1997,5,5,76900,986,Klaipeda
2630,52.0,2,1977,4,5,73000,1404,Klaipeda
2631,52.0,2,1977,4,5,73000,1404,Klaipeda
2633,78.25,3,1952,2,2,15000,192,Regionas
2634,52.0,2,1977,4,5,75000,1442,Klaipeda
2635,65.0,3,2019,2,4,98000,1508,Klaipeda
2636,42.0,2,1968,3,5,61900,1474,Klaipeda
2637,49.0,2,1975,2,9,51500,1051,Klaipeda
2638,60.83,2,2007,2,5,80000,1315,Klaipeda
2639,170.0,4,2000,1,5,495000,2912,Vilnius
2640,102.83,4,2019,3,3,202000,1964,Klaipeda
2641,102.61,4,2019,2,3,201000,1959,Klaipeda
2642,133.14,4,2019,2,3,261000,1960,Klaipeda
2643,123.48,4,2019,1,3,242000,1960,Klaipeda
2646,36.0,2,1945,1,2,70000,1944,Klaipeda
2647,64.0,3,1974,3,9,71000,1109,Klaipeda
2650,60.0,3,2020,1,2,189000,3150,Palanga
2651,39.52,2,2018,9,9,104000,2632,Vilnius
2652,49.0,2,1978,1,9,53900,1100,Klaipeda
2653,54.0,2,2018,1,4,89900,1665,Klaipeda
2654,39.52,1,2018,9,9,104000,2632,Vilnius
2655,38.0,2,1962,1,4,24500,645,Regionas
2656,62.0,3,1985,6,5,149000,2403,Palanga
2657,173.0,4,2008,1,2,125000,723,Regionas
2659,46.0,2,1967,1,5,52000,1130,Klaipeda
2661,442.9,23,1920,1,2,79000,178,Regionas
2663,73.0,3,2006,3,20,179000,2452,Klaipeda
2668,40.0,1,2008,1,5,78000,1950,Palanga
2669,61.0,2,2008,2,3,260000,4262,Vilnius
2670,63.8,3,1973,9,9,63800,1000,Vilnius
2673,18.0,1,1979,3,5,18000,1000,Klaipeda
2674,67.0,3,2019,3,7,97190,1451,Klaipeda
2675,66.0,2,1989,4,5,53000,803,Klaipeda
2676,26.0,1,1980,1,5,23500,904,Klaipeda
2677,70.0,3,1978,1,2,42500,607,Regionas
2682,47.0,2,1968,4,5,49900,1062,Klaipeda
2683,70.0,3,1969,2,5,78000,1114,Klaipeda
2684,64.28,3,1976,4,5,57800,899,Klaipeda
2685,42.0,2,1964,4,4,46500,1107,Klaipeda
2686,46.54,2,1940,4,4,119000,2557,Vilnius
2687,45.0,2,1968,1,5,46500,1033,Klaipeda
2688,64.0,3,1970,4,9,50000,781,Klaipeda
2689,17.0,1,1958,3,4,10900,641,Klaipeda
2690,57.0,3,2017,3,3,135000,2368,Klaipeda
2691,61.0,3,1978,3,5,70000,1148,Klaipeda
2692,70.0,3,1969,2,5,78000,1114,Klaipeda
2693,32.51,2,1940,2,3,107000,3291,Vilnius
2694,32.51,1,1940,2,3,107000,3291,Vilnius
2695,33.28,1,1983,4,5,40500,1217,Klaipeda
2696,65.0,3,1974,8,9,69999,1077,Klaipeda
2697,103.0,4,1990,1,4,129900,1261,Siauliai
2698,52.0,2,1983,12,12,76800,1477,Klaipeda
2699,63.77,3,1994,5,5,33000,517,Regionas
2700,64.0,3,1977,4,5,66999,1047,Klaipeda
2702,31.0,1,1979,3,5,12500,403,Regionas
2707,82.0,3,2011,2,5,84000,1024,Klaipeda
2710,71.0,3,2001,3,4,160000,2254,Palanga
2711,90.0,4,1988,6,10,62000,689,Klaipeda
2712,58.0,2,2018,4,4,52900,912,Regionas
2713,56.0,2,1985,1,5,48000,857,Klaipeda
2714,30.0,1,1969,5,5,37500,1250,Klaipeda
2715,80.0,3,1990,4,9,73000,913,Klaipeda
2716,60.0,2,2008,1,5,140000,2333,Vilnius
2717,66.0,3,2016,14,22,97000,1470,Klaipeda
2718,60.0,2,2008,1,5,140000,2333,Vilnius
2719,57.0,2,1936,2,3,75900,1332,Klaipeda
2720,46.0,2,2006,1,9,75000,1630,Klaipeda
2721,64.22,2,2013,3,4,169800,2644,Vilnius
2722,78.78,3,1993,3,5,81900,1040,Panevezys
2723,100.0,3,1935,2,3,200000,2000,Klaipeda
2724,81.0,3,2016,22,20,115000,1420,Klaipeda
2725,60.0,2,2008,1,5,140000,2333,Vilnius
2726,60.0,2,2008,1,5,140000,2333,Vilnius
2727,52.0,2,1983,12,12,76800,1477,Klaipeda
2731,82.0,3,2011,2,5,85000,1037,Klaipeda
2732,42.0,2,1965,3,5,69900,1664,Klaipeda
2733,78.0,3,1988,8,9,49900,640,Klaipeda
2734,88.0,4,1987,9,9,75000,852,Klaipeda
2735,89.0,4,1993,10,10,66000,742,Klaipeda
2736,12.0,1,1980,4,5,19500,1625,Kaunas
2737,90.0,4,1988,1,5,68000,756,Klaipeda
2738,44.0,2,1968,3,3,65000,1477,Klaipeda
2745,85.0,3,1970,3,4,170000,2000,Klaipeda
2746,76.92,4,1900,3,4,16250,211,Regionas
2747,78.0,3,1996,4,5,64000,821,Klaipeda
2748,64.0,2,1940,2,3,180040,2813,Vilnius
2749,56.0,3,2015,4,4,107000,1911,Palanga
2750,46.0,2,1968,4,5,46000,1000,Klaipeda
2751,64.0,2,1940,1,3,127860,1998,Vilnius
2752,58.0,2,1991,7,9,62500,1078,Klaipeda
2753,56.0,2,2014,2,3,95000,1696,Klaipeda
2754,85.0,3,2018,3,3,124000,1459,Klaipeda
2755,55.0,2,1983,5,5,48900,889,Klaipeda
2756,120.0,3,2000,5,6,150000,1250,Vilnius
2757,42.0,2,1965,3,5,69900,1664,Klaipeda
2758,118.0,5,1936,3,3,127000,1076,Klaipeda
2760,115.0,4,2020,0,2,220000,1913,Palanga
2762,40.0,2,2020,4,7,59000,1475,Vilnius
2763,60.0,2,1914,1,3,165000,2750,Vilnius
2764,56.0,2,2014,2,3,100000,1786,Klaipeda
2765,46.58,3,1964,3,5,48000,1030,Siauliai
2766,71.0,3,1940,2,3,199900,2815,Vilnius
2767,37.0,2,2018,2,4,73700,1992,Klaipeda
2768,115.0,3,2004,2,4,185000,1609,Klaipeda
2769,77.0,3,1986,8,9,59900,778,Klaipeda
2770,17.0,1,2007,1,4,51000,3000,Palanga
2771,42.0,2,1965,3,5,69900,1664,Klaipeda
2773,90.0,4,1988,1,5,68000,756,Klaipeda
2776,62.12,2,1971,1,1,40500,652,Regionas
2777,54.89,2,1971,1,1,19600,357,Regionas
2778,48.0,2,1983,7,9,64000,1333,Klaipeda
2779,48.0,2,1983,7,9,63999,1333,Klaipeda
2780,66.0,3,1993,5,12,119600,1812,Vilnius
2781,52.12,3,1976,5,5,69000,1324,Klaipeda
2782,145.0,4,1910,3,4,155000,1069,Klaipeda
2783,70.0,3,2016,1,2,130000,1857,Vilnius
2784,37.14,2,2018,2,4,74500,2006,Klaipeda
2785,64.0,3,1976,5,5,59900,936,Klaipeda
2786,78.0,3,1987,2,5,77500,994,Klaipeda
2787,42.0,2,1963,3,5,69900,1664,Klaipeda
2788,26.0,1,1960,2,4,26000,1000,Klaipeda
2790,70.7,4,1969,2,5,68000,962,Klaipeda
2791,88.0,4,1934,1,3,129000,1466,Klaipeda
2792,64.0,3,1979,1,9,67000,1047,Klaipeda
2793,60.0,3,1976,5,5,68000,1133,Klaipeda
2794,56.0,3,2020,3,7,62000,1107,Regionas
2795,78.0,3,2009,1,9,102000,1308,Klaipeda
2796,44.32,2,2020,3,4,151400,3416,Vilnius
2797,70.0,2,2007,3,3,112000,1600,Klaipeda
2798,34.0,2,2021,2,4,59960,1764,Klaipeda
2799,54.0,2,1990,2,9,59800,1107,Klaipeda
2802,104.0,3,1927,3,4,165000,1587,Klaipeda
2805,47.0,1,1940,2,2,98000,2085,Vilnius
2806,62.0,3,1981,1,6,111000,1790,Vilnius
2808,85.0,3,2013,4,5,125000,1471,Klaipeda
2809,62.0,3,1971,9,9,53800,868,Klaipeda
2811,66.11,3,2020,3,7,93685,1417,Klaipeda
2813,57.56,2,2020,3,7,81460,1415,Klaipeda
2814,40.52,1,2020,2,7,575500,14203,Klaipeda
2815,66.11,2,2020,2,7,94415,1428,Klaipeda
2816,65.62,3,2019,3,7,90620,1381,Klaipeda
2817,53.64,2,2021,7,7,76690,1430,Klaipeda
2818,40.56,2,2020,7,7,57550,1419,Klaipeda
2819,49.0,2,1982,5,5,55000,1122,Klaipeda
2821,50.1,2,1986,5,5,11500,230,Regionas
2824,55.0,3,2017,4,4,116000,2109,Klaipeda
2825,64.0,3,1978,3,5,69000,1078,Klaipeda
2826,54.0,2,1981,7,9,45000,833,Klaipeda
2827,53.0,2,1992,2,5,56999,1075,Klaipeda
2828,61.0,3,1979,3,5,66300,1087,Klaipeda
2829,170.0,4,1908,3,3,159000,935,Klaipeda
2830,34.88,2,1989,1,4,39800,1141,Druskininkai
2832,68.0,3,2007,3,4,109000,1603,Klaipeda
2834,49.0,3,1994,9,9,77000,1571,Vilnius
2835,78.0,2,1992,2,3,45000,577,Kaunas
2836,86.31,4,2019,1,2,180000,2086,Kaunas
2837,79.0,3,1980,3,5,72000,911,Klaipeda
2840,45.31,2,1966,5,5,29400,649,Regionas
2850,64.0,3,1974,3,9,70999,1109,Klaipeda
2855,102.0,4,1999,2,6,175000,1716,Vilnius
2856,150.0,5,1940,3,4,449000,2993,Vilnius
2857,51.63,2,2013,1,9,110000,2131,Vilnius
2858,21.0,1,1984,6,12,33000,1571,Vilnius
2859,60.0,3,1940,4,4,116000,1933,Vilnius
2860,60.63,2,1940,1,3,130000,2144,Vilnius
2861,131.53,4,1940,2,3,240000,1825,Vilnius
2862,32.92,1,1948,1,2,27000,820,Kaunas
2863,32.42,1,2020,3,6,71300,2199,Vilnius
2864,46.0,2,1930,3,4,96500,2098,Klaipeda
2865,96.0,3,2005,4,6,135000,1406,Klaipeda
2866,28.0,1,1962,4,4,41000,1464,Klaipeda
2867,32.42,1,2020,4,6,72900,2249,Vilnius
2868,49.0,2,1973,8,9,47000,959,Klaipeda
2869,30.27,1,1965,3,5,22900,757,Regionas
2870,69.0,3,1989,1,5,63000,913,Klaipeda
2871,133.0,4,1908,3,4,160000,1203,Klaipeda
2872,73.0,4,1989,3,5,65000,890,Klaipeda
2875,64.0,3,1970,9,9,73000,1141,Vilnius
2878,78.63,3,2018,1,4,105000,1335,Panevezys
2879,54.0,2,1981,3,5,65000,1204,Klaipeda
2880,55.0,2,1991,3,5,53000,964,Klaipeda
2881,64.0,3,1975,3,5,68500,1070,Klaipeda
2882,53.0,2,1992,11,13,48000,906,Klaipeda
2884,60.0,3,2020,4,4,90000,1500,Klaipeda
2885,63.0,3,1975,3,11,69000,1095,Klaipeda
2887,36.0,1,1969,2,5,35000,972,Kaunas
2896,33.0,1,1977,3,5,39500,1197,Klaipeda
2897,33.0,1,1985,2,5,45000,1364,Klaipeda
2898,47.7,2,2008,7,10,74900,1570,Klaipeda
2899,54.12,3,2020,2,2,79000,1460,Siauliai
2900,38.0,2,2020,2,2,64900,1708,Siauliai
2901,65.0,3,1992,5,5,68000,1046,Klaipeda
2902,33.0,1,1985,2,5,37500,1136,Klaipeda
2903,42.0,2,2016,3,3,129000,3071,Palanga
2904,52.0,2,1988,4,5,63900,1229,Klaipeda
2905,62.23,3,1975,3,5,68000,1093,Regionas
2913,37.0,2,2018,2,4,74500,2014,Klaipeda
2915,37.0,1,1982,5,5,38500,1041,Klaipeda
2916,54.0,2,1986,5,9,54000,1000,Klaipeda
2917,51.0,2,1968,3,5,45000,882,Klaipeda
2918,66.0,3,1986,5,5,83000,1258,Klaipeda
2921,78.0,4,1973,5,5,86000,1103,Vilnius
2922,35.0,2,1968,4,5,43700,1249,Klaipeda
2923,89.0,4,1989,5,9,77500,871,Klaipeda
2926,64.0,3,1977,1,9,63500,992,Klaipeda
2927,42.0,2,1965,5,5,49500,1179,Klaipeda
2928,77.0,3,1992,4,5,64000,831,Klaipeda
2934,49.83,2,1982,4,5,41500,833,Panevezys
2936,58.18,3,1940,1,2,139995,2406,Vilnius
2939,89.0,3,1981,4,5,94000,1056,Klaipeda
2940,63.0,2,2018,2,5,135000,2143,Klaipeda
2941,56.0,2,1979,5,5,35000,625,Klaipeda
2942,48.7,2,2018,2,4,58440,1200,Druskininkai
2943,56.84,2,2005,5,5,68000,1196,Regionas
2944,49.31,2,1982,4,5,46300,939,Panevezys
2945,53.0,2,1978,2,5,32500,613,Klaipeda
2946,39.19,1,1975,2,2,23000,587,Regionas
2947,194.0,6,2005,12,15,189000,974,Klaipeda
2948,28.0,1,1969,4,5,38999,1393,Klaipeda
2950,43.0,2,1965,5,5,49500,1151,Klaipeda
2951,33.0,1,1980,6,9,35000,1061,Klaipeda
2952,65.0,3,1976,8,9,70000,1077,Klaipeda
2953,48.0,2,1971,4,4,72000,1500,Palanga
2956,47.0,2,1972,3,5,15500,330,Regionas
2957,28.0,1,1965,3,5,68000,2429,Vilnius
2958,60.0,2,1934,2,3,159000,2650,Klaipeda
2961,29.95,1,2018,1,6,90000,3005,Druskininkai
2962,44.58,2,2019,5,29,156000,3499,Vilnius
2963,70.0,4,1967,1,5,68500,979,Klaipeda
2964,49.0,2,1978,1,9,53900,1100,Klaipeda
2965,92.0,4,1993,8,10,74000,804,Klaipeda
2969,69.0,3,1990,1,5,72000,1043,Vilnius
2970,43.0,2,1965,5,5,49500,1151,Klaipeda
2971,38.0,2,2020,1,3,129000,3395,Palanga
2972,84.0,3,2017,4,4,230000,2738,Klaipeda
2973,64.34,3,1988,5,5,47000,730,Siauliai
2974,60.5,3,1940,2,2,28700,474,Panevezys
2975,75.0,3,1987,5,5,69500,927,Klaipeda
2976,33.15,1,1970,5,5,37500,1131,Klaipeda
2979,62.0,3,1974,4,5,70000,1129,Klaipeda
2980,39.0,2,1964,5,5,59500,1526,Klaipeda
2981,35.0,2,1976,4,5,9500,271,Regionas
2984,79.04,3,1971,3,5,80000,1012,Vilnius
2990,44.0,2,1966,5,5,54000,1227,Klaipeda
2991,63.0,2,2006,4,5,85000,1349,Klaipeda
2992,70.67,3,2001,4,4,110000,1557,Palanga
2993,65.0,3,1992,5,5,67000,1031,Klaipeda
2995,50.0,2,1978,5,5,39000,780,Panevezys
2996,49.63,2,2002,2,3,49000,987,Regionas
2997,38.0,2,1955,4,4,64000,1684,Klaipeda
2999,64.0,2,2007,0,2,43000,672,Regionas
3001,78.0,3,1984,2,5,77500,994,Klaipeda
3002,43.0,1,1985,2,5,49900,1160,Klaipeda
3003,144.65,4,2008,1,2,170000,1175,Regionas
3004,108.34,3,2008,2,2,110000,1015,Regionas
3006,64.0,3,1971,4,5,59900,936,Klaipeda
3007,55.0,1,1989,1,5,45000,818,Regionas
3008,54.45,2,1982,2,5,49500,909,Klaipeda
3012,211.0,5,1998,2,2,650000,3081,Vilnius
3013,21.0,1,1968,6,9,28500,1357,Klaipeda
3015,49.39,2,2021,1,3,48896,990,Regionas
3016,80.0,4,1983,2,5,39999,500,Regionas
3017,56.0,1,1976,1,5,50000,893,Klaipeda
3018,81.0,4,1987,5,5,39999,494,Regionas
3019,50.18,3,1965,1,2,13800,275,Regionas
3020,74.21,3,1974,4,9,79000,1065,Druskininkai
3021,63.0,2,2006,4,5,81000,1286,Klaipeda
3023,44.0,2,1969,4,5,51000,1159,Klaipeda
3024,50.0,2,1978,5,5,53000,1060,Regionas
3025,44.0,2,2012,3,3,98000,2227,Klaipeda
3026,61.0,2,1994,4,5,55000,902,Klaipeda
3027,72.0,3,2010,9,20,100000,1389,Klaipeda
3028,55.0,2,1993,1,5,62000,1127,Klaipeda
3029,54.0,2,1981,3,5,65000,1204,Klaipeda
3030,42.0,2,1964,3,5,61900,1474,Klaipeda
3031,47.0,2,1984,5,5,55000,1170,Klaipeda
3036,50.82,2,1986,5,6,44000,866,Regionas
3037,47.0,2,1955,1,3,40000,851,Klaipeda
3038,43.0,2,1967,4,4,40500,942,Klaipeda
3039,46.0,2,1967,5,5,55000,1196,Klaipeda
3040,50.0,2,1930,2,3,66000,1320,Siauliai
3041,43.0,2,1970,1,5,52500,1221,Klaipeda
3042,37.0,2,1985,4,5,109000,2946,Palanga
3043,63.0,3,1974,5,9,53500,849,Siauliai
3044,71.0,4,1967,1,5,68500,965,Klaipeda
3045,47.0,2,1982,3,5,59000,1255,Klaipeda
3046,86.0,4,1925,3,4,96000,1116,Klaipeda
3047,44.0,2,2020,5,7,100000,2273,Vilnius
3048,86.0,4,2021,2,6,150000,1744,Vilnius
3049,70.0,3,2020,5,6,140000,2000,Vilnius
3050,34.0,1,2020,5,7,86000,2529,Vilnius
3051,75.0,4,2020,2,6,150000,2000,Vilnius
3052,51.0,3,2020,2,7,115000,2255,Vilnius
3053,63.0,3,2020,3,7,134000,2127,Vilnius
3054,104.0,5,2020,2,6,180000,1731,Vilnius
3055,60.0,3,2020,2,6,130000,2167,Vilnius
3056,36.0,2,2020,2,7,92000,2556,Vilnius
3057,70.0,3,2020,1,6,140000,2000,Vilnius
3058,83.0,4,2020,1,7,150500,1813,Vilnius
3059,33.0,1,2020,2,8,81000,2455,Vilnius
3060,36.0,2,2020,4,6,90000,2500,Vilnius
3061,41.0,2,2020,4,6,97000,2366,Vilnius
3062,44.0,2,2020,1,6,105000,2386,Vilnius
3063,83.57,4,2021,2,7,155000,1855,Vilnius
3064,85.0,4,2020,6,6,175000,2059,Vilnius
3065,35.0,1,2021,4,6,88000,2514,Vilnius
3066,27.0,1,2020,2,7,74000,2741,Vilnius
3067,35.0,2,2020,2,7,92000,2629,Vilnius
3068,51.0,3,2020,5,6,115000,2255,Vilnius
3069,67.0,3,1969,1,1,59900,894,Regionas
3071,81.0,4,1979,4,5,57000,704,Panevezys
3072,43.0,2,2015,4,5,62000,1442,Klaipeda
3073,98.74,3,2009,3,5,157000,1590,Druskininkai
3074,46.37,2,1900,2,3,37900,817,Panevezys
3075,29.0,1,1962,4,4,41000,1414,Klaipeda
3076,66.0,3,1986,5,5,83000,1258,Klaipeda
3078,61.0,3,2021,2,3,54900,900,Regionas
3079,62.0,3,2021,2,3,54900,885,Regionas
3080,61.0,3,2020,2,3,53000,869,Regionas
3086,58.0,3,2020,2,3,66000,1138,Regionas
3090,43.06,2,1964,4,4,11700,272,Regionas
3091,117.0,4,1930,3,4,149900,1281,Klaipeda
3092,33.0,1,1973,1,5,37000,1121,Klaipeda
3093,42.0,2,2011,2,3,90500,2155,Palanga
3094,28.0,1,1986,1,3,35500,1268,Regionas
3095,28.0,1,1962,5,5,41000,1464,Klaipeda
3096,27.0,1,1986,1,3,35500,1315,Regionas
3097,43.74,2,2009,1,3,92000,2103,Klaipeda
3098,28.0,1,1968,9,9,32500,1161,Klaipeda
3100,71.5,3,1953,2,3,55000,769,Klaipeda
3101,47.0,2,1983,5,5,52000,1106,Klaipeda
3102,55.0,3,1985,3,5,69000,1255,Klaipeda
3103,55.0,2,1983,5,5,48900,889,Klaipeda
3105,60.0,2,2007,2,5,80000,1333,Klaipeda
3107,50.0,2,2009,1,5,96000,1920,Klaipeda
3108,40.32,2,2020,3,7,66000,1637,Vilnius
3109,40.0,2,2020,4,7,59000,1475,Vilnius
3110,39.71,2,2020,5,7,63000,1587,Vilnius
3111,39.0,2,1973,5,5,59500,1526,Klaipeda
3112,55.45,3,1964,5,5,60000,1082,Klaipeda
3114,114.0,5,1985,5,5,159600,1400,Klaipeda
3115,36.0,2,1971,3,5,11500,319,Panevezys
3117,38.0,1,1955,1,3,47500,1250,Klaipeda
3118,114.0,5,1986,5,5,159600,1400,Klaipeda
3119,38.0,1,1983,2,4,60000,1579,Palanga
3121,77.0,4,1978,1,5,79000,1026,Palanga
3122,55.0,2,1982,2,5,49500,900,Klaipeda
3123,125.0,4,2007,1,3,240000,1920,Klaipeda
3124,28.09,1,2020,2,6,55000,1958,Vilnius
3125,19.0,1,2020,1,2,70900,3732,Palanga
3126,78.0,3,1939,2,2,88000,1128,Klaipeda
3127,96.0,4,2006,4,6,130000,1354,Klaipeda
3128,42.77,2,1966,1,5,26000,608,Druskininkai
3129,120.0,4,2000,1,2,176000,1467,Druskininkai
3130,45.0,2,1966,4,4,63999,1422,Klaipeda
3131,39.0,2,1970,5,5,59500,1526,Klaipeda
3132,61.0,3,1971,9,9,57500,943,Klaipeda
3133,88.0,4,2006,7,7,135000,1534,Klaipeda
3134,90.0,4,1990,9,9,90000,1000,Klaipeda
3135,58.0,3,1970,5,5,59990,1034,Klaipeda
3136,63.0,3,1970,4,9,56000,889,Klaipeda
3137,88.0,4,1989,5,5,63000,716,Klaipeda
3138,79.0,4,1975,5,5,53000,671,Klaipeda
3139,97.0,4,1960,4,4,145000,1495,Klaipeda
3140,78.0,4,1970,4,5,86000,1103,Klaipeda
3141,84.0,3,1997,1,3,132600,1579,Klaipeda
3143,45.0,2,1981,3,5,40000,889,Klaipeda
3144,77.0,3,1989,1,9,70000,909,Klaipeda
3145,89.0,3,1981,4,5,94000,1056,Klaipeda
3146,145.0,4,1917,3,4,155000,1069,Klaipeda
3147,77.0,3,1981,1,3,72000,935,Klaipeda
